date,open,low,high,close,volume,true_range,average_true_range_period_7,final_ub,final_lb,super_trend_7_3,super_trend_direction_7_3
2023-01-16 09:15:00+05:30,42622.5,42521.4,42715.65,42666.2,0,,,,,,
2023-01-16 09:20:00+05:30,42678.9,42600.95,42697.25,42649.8,0,,,,,,
2023-01-16 09:25:00+05:30,42649.0,42567.45,42649.0,42599.6,0,,,,,,
2023-01-16 09:30:00+05:30,42606.9,42534.45,42626.35,42555.0,0,,,,,,
2023-01-16 09:35:00+05:30,42556.5,42498.8,42561.05,42556.6,0,,,,,,
2023-01-16 09:40:00+05:30,42563.6,42531.35,42583.9,42573.1,0,,,,,,
2023-01-16 09:45:00+05:30,42572.9,42465.65,42573.1,42481.4,0,,,,,,
2023-01-16 09:50:00+05:30,42480.3,42446.4,42520.15,42509.5,0,,,,,,
2023-01-16 09:55:00+05:30,42509.4,42507.45,42576.85,42565.6,0,,,,,,
2023-01-16 10:00:00+05:30,42566.6,42563.55,42603.3,42576.1,0,,,,,,
2023-01-16 10:05:00+05:30,42576.4,42532.85,42595.85,42590.0,0,,,,,,
2023-01-16 10:10:00+05:30,42588.4,42557.65,42622.45,42573.6,0,,,,,,
2023-01-16 10:15:00+05:30,42572.8,42523.4,42575.95,42540.8,0,,,,,,
2023-01-16 10:20:00+05:30,42541.1,42529.3,42566.8,42560.6,0,,,,,,
2023-01-16 10:25:00+05:30,42560.3,42542.1,42573.2,42553.2,0,,,,,,
2023-01-16 10:30:00+05:30,42552.9,42533.85,42559.7,42536.9,0,,,,,,
2023-01-16 10:35:00+05:30,42538.1,42501.75,42546.35,42540.9,0,,,,,,
2023-01-16 10:40:00+05:30,42539.9,42526.15,42551.8,42528.9,0,,,,,,
2023-01-16 10:45:00+05:30,42526.0,42502.8,42539.9,42507.1,0,,,,,,
2023-01-16 10:50:00+05:30,42508.5,42487.3,42524.2,42520.5,0,,,,,,
2023-01-16 10:55:00+05:30,42519.8,42490.9,42525.7,42521.6,0,,,,,,
2023-01-16 11:00:00+05:30,42518.9,42506.55,42555.2,42525.8,0,,,,,,
2023-01-16 11:05:00+05:30,42528.4,42476.45,42529.65,42495.8,0,,,,,,
2023-01-16 11:10:00+05:30,42499.4,42463.75,42508.9,42465.8,0,,,,,,
2023-01-16 11:15:00+05:30,42469.1,42387.65,42469.35,42392.2,0,,,,,,
2023-01-16 11:20:00+05:30,42390.1,42375.15,42421.7,42397.3,0,,,,,,
2023-01-16 11:25:00+05:30,42397.1,42393.8,42446.15,42443.6,0,,,,,,
2023-01-16 11:30:00+05:30,42441.2,42392.65,42447.1,42396.7,0,,,,,,
2023-01-16 11:35:00+05:30,42395.2,42373.7,42409.45,42407.4,0,,,,,,
2023-01-16 11:40:00+05:30,42409.2,42380.95,42415.55,42410.1,0,,,,,,
2023-01-16 11:45:00+05:30,42410.2,42376.5,42410.95,42378.1,0,,,,,,
2023-01-16 11:50:00+05:30,42372.6,42368.15,42401.25,42401.2,0,,,,,,
2023-01-16 11:55:00+05:30,42401.4,42336.6,42401.55,42362.6,0,,,,,,
2023-01-16 12:00:00+05:30,42363.9,42323.55,42368.0,42326.0,0,,,,,,
2023-01-16 12:05:00+05:30,42329.9,42315.5,42362.85,42357.6,0,,,,,,
2023-01-16 12:10:00+05:30,42357.3,42300.95,42370.85,42302.8,0,,,,,,
2023-01-16 12:15:00+05:30,42303.6,42257.75,42303.8,42276.7,0,,,,,,
2023-01-16 12:20:00+05:30,42275.6,42244.25,42278.7,42262.3,0,,,,,,
2023-01-16 12:25:00+05:30,42262.9,42257.6,42300.7,42277.8,0,,,,,,
2023-01-16 12:30:00+05:30,42277.6,42239.5,42284.95,42257.3,0,,,,,,
2023-01-16 12:35:00+05:30,42256.9,42247.9,42307.8,42258.5,0,,,,,,
2023-01-16 12:40:00+05:30,42257.8,42208.35,42257.8,42228.8,0,,,,,,
2023-01-16 12:45:00+05:30,42228.6,42206.65,42252.2,42244.9,0,,,,,,
2023-01-16 12:50:00+05:30,42244.4,42206.6,42247.35,42212.8,0,,,,,,
2023-01-16 12:55:00+05:30,42214.5,42171.9,42214.5,42197.2,0,,,,,,
2023-01-16 13:00:00+05:30,42191.6,42146.6,42214.75,42173.7,0,,,,,,
2023-01-16 13:05:00+05:30,42176.9,42173.95,42304.55,42304.1,0,,,,,,
2023-01-16 13:10:00+05:30,42303.9,42294.6,42352.4,42336.6,0,,,,,,
2023-01-16 13:15:00+05:30,42336.8,42336.75,42398.25,42390.5,0,,,,,,
2023-01-16 13:20:00+05:30,42391.4,42377.75,42432.05,42415.8,0,,,,,,
2023-01-16 13:25:00+05:30,42418.1,42393.0,42424.8,42403.1,0,,,,,,
2023-01-16 13:30:00+05:30,42405.6,42404.7,42457.15,42419.5,0,,,,,,
2023-01-16 13:35:00+05:30,42418.2,42331.35,42433.05,42335.6,0,,,,,,
2023-01-16 13:40:00+05:30,42334.1,42271.45,42362.05,42271.4,0,,,,,,
2023-01-16 13:45:00+05:30,42271.4,42247.8,42296.25,42285.1,0,,,,,,
2023-01-16 13:50:00+05:30,42283.2,42225.3,42283.2,42250.6,0,,,,,,
2023-01-16 13:55:00+05:30,42249.9,42173.55,42249.95,42203.4,0,,,,,,
2023-01-16 14:00:00+05:30,42201.9,42148.4,42216.0,42209.2,0,,,,,,
2023-01-16 14:05:00+05:30,42208.3,42177.1,42250.45,42181.6,0,,,,,,
2023-01-16 14:10:00+05:30,42180.2,42166.25,42197.95,42195.2,0,,,,,,
2023-01-16 14:15:00+05:30,42196.4,42160.6,42215.5,42169.6,0,,,,,,
2023-01-16 14:20:00+05:30,42168.5,42163.2,42189.85,42169.2,0,,,,,,
2023-01-16 14:25:00+05:30,42168.0,42109.15,42173.65,42126.1,0,,,,,,
2023-01-16 14:30:00+05:30,42126.1,42123.2,42235.95,42200.9,0,,,,,,
2023-01-16 14:35:00+05:30,42200.3,42135.35,42200.55,42151.5,0,,,,,,
2023-01-16 14:40:00+05:30,42150.4,42108.85,42165.75,42156.4,0,,,,,,
2023-01-16 14:45:00+05:30,42154.6,42066.55,42157.85,42121.4,0,,,,,,
2023-01-16 14:50:00+05:30,42122.0,42085.1,42131.5,42101.7,0,,,,,,
2023-01-16 14:55:00+05:30,42100.9,42096.5,42151.65,42126.8,0,,,,,,
2023-01-16 15:00:00+05:30,42130.1,42121.55,42184.05,42153.6,0,,,,,,
2023-01-16 15:05:00+05:30,42157.2,42124.55,42172.15,42162.1,0,,,,,,
2023-01-16 15:10:00+05:30,42164.0,42146.05,42177.9,42160.1,0,,,,,,
2023-01-16 15:15:00+05:30,42158.4,42151.5,42205.15,42195.2,0,,,,,,
2023-01-16 15:20:00+05:30,42195.1,42177.5,42220.1,42197.4,0,,,,,,
2023-01-16 15:25:00+05:30,42197.5,42152.6,42197.5,42161.9,0,,,,,,
2023-01-17 09:15:00+05:30,42241.2,42029.65,42252.25,42091.8,0,,,,,,
2023-01-17 09:20:00+05:30,42098.0,42096.9,42194.85,42118.8,0,,,,,,
2023-01-17 09:25:00+05:30,42119.8,42115.0,42274.6,42243.5,0,,,,,,
2023-01-17 09:30:00+05:30,42250.2,42206.95,42288.45,42283.9,0,,,,,,
2023-01-17 09:35:00+05:30,42286.1,42269.1,42316.6,42294.7,0,,,,,,
2023-01-17 09:40:00+05:30,42294.9,42229.85,42295.9,42261.1,0,,,,,,
2023-01-17 09:45:00+05:30,42262.6,42189.8,42282.8,42282.8,0,,,,,,
2023-01-17 09:50:00+05:30,42283.9,42281.05,42340.85,42339.7,0,,,,,,
2023-01-17 09:55:00+05:30,42338.4,42309.3,42357.2,42350.9,0,,,,,,
2023-01-17 10:00:00+05:30,42351.9,42317.0,42373.3,42364.6,0,,,,,,
2023-01-17 10:05:00+05:30,42368.8,42321.95,42383.8,42324.2,0,,,,,,
2023-01-17 10:10:00+05:30,42325.3,42289.05,42352.5,42339.2,0,,,,,,
2023-01-17 10:15:00+05:30,42340.6,42321.15,42375.65,42321.1,0,,,,,,
2023-01-17 10:20:00+05:30,42321.7,42307.75,42358.5,42308.1,0,,,,,,
2023-01-17 10:25:00+05:30,42303.6,42281.55,42328.0,42316.4,0,,,,,,
2023-01-17 10:30:00+05:30,42320.4,42319.7,42365.1,42360.1,0,,,,,,
2023-01-17 10:35:00+05:30,42362.9,42326.55,42362.85,42351.4,0,,,,,,
2023-01-17 10:40:00+05:30,42356.2,42310.6,42356.25,42315.4,0,,,,,,
2023-01-17 10:45:00+05:30,42317.2,42245.45,42332.0,42247.8,0,,,,,,
2023-01-17 10:50:00+05:30,42245.9,42231.8,42282.95,42274.7,0,,,,,,
2023-01-17 10:55:00+05:30,42272.9,42212.45,42281.45,42245.1,0,,,,,,
2023-01-17 11:00:00+05:30,42245.7,42226.35,42280.7,42248.6,0,,,,,,
2023-01-17 11:05:00+05:30,42249.4,42224.25,42261.6,42261.6,0,,,,,,
2023-01-17 11:10:00+05:30,42260.9,42249.55,42278.2,42251.6,0,,,,,,
2023-01-17 11:15:00+05:30,42252.2,42189.9,42252.2,42208.6,0,,,,,,
2023-01-17 11:20:00+05:30,42205.1,42187.3,42236.85,42221.8,0,,,,,,
2023-01-17 11:25:00+05:30,42223.5,42193.95,42235.6,42235.6,0,,,,,,
2023-01-17 11:30:00+05:30,42236.6,42217.2,42286.35,42285.7,0,,,,,,
2023-01-17 11:35:00+05:30,42287.1,42257.9,42298.75,42284.5,0,,,,,,
2023-01-17 11:40:00+05:30,42286.3,42266.45,42297.2,42270.6,0,,,,,,
2023-01-17 11:45:00+05:30,42269.9,42247.5,42281.55,42247.5,0,,,,,,
2023-01-17 11:50:00+05:30,42252.5,42238.95,42267.3,42266.2,0,,,,,,
2023-01-17 11:55:00+05:30,42267.8,42267.1,42306.4,42276.1,0,,,,,,
2023-01-17 12:00:00+05:30,42276.4,42214.0,42276.7,42236.0,0,,,,,,
2023-01-17 12:05:00+05:30,42237.0,42207.45,42248.25,42245.8,0,,,,,,
2023-01-17 12:10:00+05:30,42247.6,42237.0,42254.45,42248.1,0,,,,,,
2023-01-17 12:15:00+05:30,42250.4,42209.4,42250.35,42238.3,0,,,,,,
2023-01-17 12:20:00+05:30,42235.3,42183.4,42242.5,42184.9,0,,,,,,
2023-01-17 12:25:00+05:30,42184.0,42162.45,42206.15,42169.1,0,,,,,,
2023-01-17 12:30:00+05:30,42170.5,42117.6,42183.5,42134.2,0,,,,,,
2023-01-17 12:35:00+05:30,42132.2,42088.45,42150.05,42094.4,0,,,,,,
2023-01-17 12:40:00+05:30,42093.9,42046.15,42111.35,42048.3,0,,,,,,
2023-01-17 12:45:00+05:30,42053.2,42035.15,42075.55,42075.6,0,,,,,,
2023-01-17 12:50:00+05:30,42075.1,42011.85,42107.3,42013.4,0,,,,,,
2023-01-17 12:55:00+05:30,42014.2,41996.4,42026.5,42000.0,0,,,,,,
2023-01-17 13:00:00+05:30,42002.4,41987.6,42019.55,42010.4,0,,,,,,
2023-01-17 13:05:00+05:30,42009.7,41960.5,42023.2,41964.2,0,,,,,,
2023-01-17 13:10:00+05:30,41964.1,41940.05,41986.55,41959.5,0,,,,,,
2023-01-17 13:15:00+05:30,41964.6,41952.55,41989.4,41988.8,0,,,,,,
2023-01-17 13:20:00+05:30,41990.1,41900.9,42003.95,41906.4,0,,,,,,
2023-01-17 13:25:00+05:30,41907.6,41861.1,41915.45,41902.6,0,,,,,,
2023-01-17 13:30:00+05:30,41901.1,41901.1,42004.55,41998.6,0,,,,,,
